Date,Trawl,Sample_ID,Catch_count,Species,Length_type,Length_cm,Weight_kg,Sex,FA_Sample,Comments,Recorder,Fish Processing Personnel,,
18-08-11,12,2493,528,Walleye Pollock (juvenile),Total,10.6,0.008,,,,,,,
18-08-11,12,2494,529,Walleye Pollock (juvenile),Total,7.8,0.002,,,,,,,
18-08-11,12,2495,530,Walleye Pollock (juvenile),Total,9.5,0.004,,,,,,,
18-08-11,12,2496,531,Walleye Pollock (juvenile),Total,9.1,0.004,,,,,,,
18-08-11,12,2497,532,Walleye Pollock (juvenile),Total,8.6,0.004,,,,,,,
18-08-11,12,2498,533,Walleye Pollock (juvenile),Total,7.7,0.002,,,,,,,
18-08-11,12,2499,534,Walleye Pollock (juvenile),Total,7.7,0.002,,,,,,,
18-08-11,12,2500,535,Walleye Pollock (juvenile),Total,10,0.006,,,,,,,
18-08-11,12,2501,536,Walleye Pollock (juvenile),Total,9.5,0.006,,,,,,,
18-08-11,12,2502,537,Walleye Pollock (juvenile),Total,8.7,0.006,,,,,,,
18-08-11,12,2503,538,Walleye Pollock (juvenile),Total,9.2,0.004,,,,,,,
18-08-11,12,2504,539,Walleye Pollock (juvenile),Total,8.9,0.004,,,,,,,
18-08-11,12,2505,540,Walleye Pollock (juvenile),Total,8,0.002,,,,,,,
18-08-11,12,2506,541,Walleye Pollock (juvenile),Total,9,0.004,,,,,,,
18-08-11,12,2507,542,Walleye Pollock (juvenile),Total,9,0.004,,,,,,,
18-08-11,12,2508,543,Walleye Pollock (juvenile),Total,8.2,0.004,,,,,,,
18-08-11,12,2509,544,Walleye Pollock (juvenile),Total,9.5,0.006,,,,,,,
18-08-11,12,2510,545,Walleye Pollock (juvenile),Total,7.7,0.004,,,,,,,
18-08-11,12,2511,546,Walleye Pollock (juvenile),Total,9.8,0.006,,,,,,,
18-08-11,12,2512,547,Walleye Pollock (juvenile),Total,10.6,0.008,,,,,,,
18-08-11,12,2513,548,Walleye Pollock (juvenile),Total,10.4,0.010,,,,,,,
18-08-11,12,2514,549,Walleye Pollock (juvenile),Total,10.2,0.010,,,,,,,
18-08-11,12,2515,550,Walleye Pollock (juvenile),Total,6.9,0.002,,,,,,,
18-08-11,12,2516,551,Walleye Pollock (juvenile),Total,8.5,0.004,,,,,,,
18-08-11,12,2517,552,Walleye Pollock (juvenile),Total,9,0.004,,,,,,,
18-08-11,12,2518,553,Walleye Pollock (juvenile),Total,9.2,0.006,,,,,,,
18-08-11,12,2519,554,Walleye Pollock (juvenile),Total,7.8,0.002,,,,,,,
18-08-11,12,2520,555,Walleye Pollock (juvenile),Total,7.5,0.002,,,,,,,
18-08-11,12,2521,556,Walleye Pollock (juvenile),Total,8.5,0.004,,,,,,,
18-08-11,12,2522,557,Walleye Pollock (juvenile),Total,10.4,0.006,,,,,,,
18-08-11,12,2523,558,Walleye Pollock (juvenile),Total,8.4,0.002,,,,,,,
18-08-11,12,2524,559,Walleye Pollock (juvenile),Total,8.9,0.004,,,,,,,
18-08-11,12,2525,560,Walleye Pollock (juvenile),Total,8,0.002,,,,,,,
18-08-11,12,2526,561,Walleye Pollock (juvenile),Total,6.7,0.002,,,,,,,
18-08-11,12,2527,562,Walleye Pollock (juvenile),Total,6.7,0.002,,,,,,,
18-08-11,12,2528,563,Walleye Pollock (juvenile),Total,9.8,0.000,,,,,,,
18-08-11,12,2529,564,Walleye Pollock (juvenile),Total,9.1,0.004,,,,,,,
18-08-11,12,2530,565,Walleye Pollock (juvenile),Total,9.8,0.006,,,,,,,
18-08-11,12,2531,566,Opalescent Inshore Squid,Mantle,9.4,0.022,,,,,,,
18-08-11,12,2532,567,Opalescent Inshore Squid,Mantle,4.7,0.004,,,,,,,
18-08-11,12,2533,568,Opalescent Inshore Squid,Mantle,4.8,0.004,,,,,,,
18-08-11,12,2534,569,Eulachon,Fork,14.2,0.016,,,,,,,
18-08-11,12,2535,570,Eulachon,Fork,12.8,0.012,,,,,,,
18-08-11,12,2536,571,Eulachon,Fork,9.4,0.002,,,,,,,
18-08-11,12,2537,572,Eulachon,Fork,8.5,0.002,,,,,,,
18-08-11,12,2538,573,Eulachon,Fork,11.5,0.008,,,,,,,
18-08-11,12,2539,574,Eulachon,Fork,10.8,0.006,,,,,,,
18-08-11,12,2540,575,Eulachon,Fork,12.8,0.012,,,,,,,
18-08-11,12,2541,576,Eulachon,Fork,9.6,0.004,,,,,,,
18-08-11,12,2542,577,Eulachon,Fork,11.7,0.008,,,,,,,
18-08-11,12,2543,578,Eulachon,Fork,12.3,0.010,,,,,,,
18-08-11,12,2544,579,Eulachon,Fork,12.5,0.008,,,,,,,
18-08-11,12,2545,580,Eulachon,Fork,13.5,0.012,,,,,,,
18-08-11,12,2546,581,Eulachon,Fork,13,0.012,,,,,,,
18-08-11,12,2547,582,Eulachon,Fork,11.8,0.008,,,,,,,
18-08-11,12,2548,583,Eulachon,Fork,11.8,0.006,,,,,,,
18-08-11,12,2549,584,Eulachon,Fork,12.8,0.010,,,,,,,
18-08-11,12,2550,585,Eulachon,Fork,11.3,0.006,,,,,,,
18-08-11,12,2551,586,Eulachon,Fork,11.9,0.008,,,,,,,
18-08-11,12,2552,587,Eulachon,Fork,11.3,0.006,,,,,,,
18-08-11,12,2553,588,Eulachon,Fork,10.5,0.004,,,,,,,
18-08-11,12,2554,589,Eulachon,Fork,10.8,0.004,,,,,,,
18-08-11,12,2555,590,Eulachon,Fork,11.6,0.006,,,,,,,
18-08-11,12,2556,591,Eulachon,Fork,9.6,0.002,,,,,,,
18-08-11,12,2557,592,Eulachon,Fork,10.2,0.002,,,,,,,
18-08-11,12,2558,593,Eulachon,Fork,11,0.004,,,,,,,
18-08-11,12,2559,594,Eulachon,Fork,12.2,0.008,,,,,,,
18-08-11,12,2560,595,Eulachon,Fork,10.4,0.004,,,,,,,
18-08-11,12,2561,596,Eulachon,Fork,10.5,0.004,,,,,,,
18-08-11,12,2562,597,Eulachon,Fork,9.2,0.002,,,,,,,
18-08-11,12,2563,598,Eulachon,Fork,9,0.002,,,,,,,
18-08-11,12,2564,599,Eulachon,Fork,8.6,0.002,,,,,,,
18-08-11,12,2565,600,Eulachon,Fork,9,0.002,,,,,,,
18-08-11,12,2566,601,Eulachon,Fork,9.2,0.002,,,,,,,
18-08-11,12,2567,602,Eulachon,Fork,8.2,,,,,,too small to weigh,,
18-08-11,12,2568,603,Eulachon,Fork,10.5,0.006,,,,,,,
18-08-11,12,2569,604,Eulachon,Fork,9.2,0.004,,,,,,,
18-08-11,12,2570,605,Eulachon,Fork,10.6,0.006,,,,,,,
18-08-11,12,2571,606,Eulachon,Fork,9.2,0.004,,,,,,,
18-08-11,12,2572,607,Eulachon,Fork,10.2,0.004,,,,,,,
18-08-11,12,2573,608,Eulachon,Fork,10.1,0.004,,,,,,,
18-08-11,12,2574,609,Eulachon,Fork,8.1,0.002,,,,,,,
18-08-11,12,2575,610,Eulachon,Fork,9.6,0.004,,,,,,,
18-08-11,12,2576,611,Eulachon,Fork,9,0.004,,,,,,,
18-08-11,12,2577,612,Eulachon,Fork,10,0.004,,,,,,,
18-08-11,12,2578,613,Eulachon,Fork,9.6,0.004,,,,,,,
18-08-11,12,2579,614,Eulachon,Fork,9.8,0.004,,,,,,,
18-08-11,12,2580,615,Eulachon,Fork,9,0.004,,,,,,,
18-08-11,12,2581,616,Eulachon,Fork,8.6,0.002,,,,,,,
18-08-11,12,2582,617,Eulachon,Fork,10.5,0.006,,,,,,,
18-08-11,12,2583,618,Eulachon,Fork,9.8,0.004,,,,,,,
18-08-11,12,2584,619,Eulachon,Fork,10.2,0.004,,,,,,,
18-08-11,12,2585,620,Eulachon,Fork,11.1,0.008,,,,,,,
18-08-11,12,2586,621,Eulachon,Fork,11.1,0.008,,,,,,,
18-08-11,12,2587,622,Eulachon,Fork,8.9,0.002,,,,,,,
18-08-11,12,2588,623,Eulachon,Fork,9.5,0.004,,,,,,,
18-08-11,12,2589,624,Eulachon,Fork,10,0.004,,,,,,,
18-08-11,12,2590,625,Eulachon,Fork,9.5,0.004,,,,,,,
18-08-11,12,2591,626,Eulachon,Fork,9.8,0.004,,,,,,,
18-08-11,12,2592,627,Eulachon,Fork,8.2,0.002,,,,,,,
18-08-11,12,2593,628,Eulachon,Fork,9.4,0.002,,,,,,,
18-08-11,12,2594,629,Eulachon,Fork,9.6,0.004,,,,,,,
18-08-11,12,2595,630,Eulachon,Fork,10,0.004,,,,,,,
18-08-11,12,2596,631,Eulachon,Fork,8.4,0.002,,,,,,,
18-08-11,12,2597,632,Eulachon,Fork,8.4,0.002,,,,,,,
18-08-11,12,2598,633,Eulachon,Fork,10.5,0.006,,,,,,,
18-08-11,12,2599,634,Eulachon,Fork,8.4,0.002,,,,,,,
18-08-11,12,2600,635,Eulachon,Fork,8.8,0.002,,,,,,,
18-08-11,12,2601,636,Eulachon,Fork,9.5,0.004,,,,,,,
18-08-11,12,2602,637,Eulachon,Fork,8,0.002,,,,,,,
18-08-11,12,2603,638,Fish Larvae A,Total,5.7,,,,Too small to weigh.,,,,
18-08-11,12,2604,639,Fish Larvae A,Total,5.7,,,,,,,,
18-08-11,12,2605,640,Fish Larvae A,Total,6.1,,,,,,,,
18-08-11,12,2606,641,Fish Larvae A,Total,5.5,,,,,,,,
18-08-11,12,2607,642,White Bait Smelt,Fork,11.3,0.006,,,,,,,
18-08-11,12,2608,643,White Bait Smelt,Fork,12.3,0.012,,,,,,,
18-08-11,12,2609,644,White Bait Smelt,Fork,11.7,0.010,,,,,,,
18-08-11,13,2610,1,Chinook Salmon,Fork,46.3,1.144,,Y,,,,,
18-08-11,13,2611,2,Chinook Salmon,Fork,45,1.222,,Y,,,,,
18-08-11,13,2612,3,Chinook Salmon,Fork,39,0.744,,Y,,,,,
18-08-11,13,2613,4,Chinook Salmon,Fork,38.9,0.756,,Y,,,,,
18-08-11,13,2614,5,Chinook Salmon,Fork,35.2,0.528,,Y,,,,,
18-08-11,13,2615,6,Chinook Salmon,Fork,42.9,1.026,,Y,,,,,
18-08-11,13,2616,7,Chinook Salmon,Fork,41.9,0.918,,Y,,,,,
18-08-11,13,2617,8,Chinook Salmon,Fork,21.8,0.126,,Y,,,,,
18-08-11,13,2618,9,Walleye Pollock,Total,37.5,0.474,,,,,,,
18-08-11,13,2619,10,Walleye Pollock,Total,31,0.268,,,,,,,
18-08-11,13,2620,11,Walleye Pollock,Total,40.3,0.562,,,,,,,
18-08-11,13,2621,12,Walleye Pollock,Total,41,0.556,,,,,,,
18-08-11,13,2622,13,Walleye Pollock,Total,31.5,0.258,,,,,,,
18-08-11,13,2623,14,Walleye Pollock,Total,34.4,0.346,,,,,,,
18-08-11,13,2624,15,Walleye Pollock,Total,44.5,0.766,,,,,,,
18-08-11,13,2625,16,Walleye Pollock,Total,41,0.598,,,,,,,
18-08-11,13,2626,17,Walleye Pollock,Total,42.5,0.618,,,,,,,
18-08-11,13,2627,18,Walleye Pollock,Total,33.8,0.334,,,,,,,
18-08-11,13,2628,19,Walleye Pollock,Total,37.5,0.472,,,,,,,
18-08-11,13,2629,20,Walleye Pollock,Total,36,0.428,,,,,,,
18-08-11,13,2630,21,Walleye Pollock,Total,44.2,0.726,,,,,,,
18-08-11,13,2631,22,Walleye Pollock,Total,39,0.506,,,,,,,
18-08-11,13,2632,23,Walleye Pollock,Total,42,0.678,,,,,,,
18-08-11,13,2633,24,Walleye Pollock,Total,44.5,0.754,,,,,,,
18-08-11,13,2634,25,Walleye Pollock,Total,32.9,0.356,,,,,,,
18-08-11,13,2635,26,Walleye Pollock,Total,31.8,0.310,,,,,,,
18-08-11,13,2636,27,Walleye Pollock,Total,41.1,0.364,,,,,,,
18-08-11,13,2637,28,Walleye Pollock,Total,32.8,0.326,,,,,,,
18-08-11,13,2638,29,Walleye Pollock,Total,34.7,0.388,,,,,,,
18-08-11,13,2639,30,Walleye Pollock,Total,35.5,0.406,,,,,,,
18-08-11,13,2640,31,Walleye Pollock,Total,40.1,0.628,,,,,,,
18-08-11,13,2641,32,Walleye Pollock,Total,32,0.826,,,,,,,
18-08-11,13,2642,33,Walleye Pollock,Total,30,0.272,,,,,,,
18-08-11,13,2643,34,Walleye Pollock,Total,42.1,0.660,,,,,,,
18-08-11,13,2644,35,Walleye Pollock,Total,39.4,0.572,,,,,,,
18-08-11,13,2645,36,Walleye Pollock,Total,39.2,0.538,,,,,,,
18-08-11,13,2646,37,Walleye Pollock,Total,39,0.546,,,,,,,
18-08-11,13,2647,38,Walleye Pollock,Total,39.5,0.232,,,,,,,
18-08-11,13,2648,39,Walleye Pollock,Total,31.1,0.316,,,,,,,
18-08-11,13,2649,40,Walleye Pollock,Total,33.4,0.324,,,,,,,
18-08-11,13,2650,41,Walleye Pollock,Total,29,0.250,,,,,,,
18-08-11,13,2651,42,Walleye Pollock,Total,29.7,0.218,,,,,,,
18-08-11,13,2652,43,Walleye Pollock,Total,37.5,0.424,,,,,,,
18-08-11,13,2653,44,Walleye Pollock,Total,34.5,0.342,,,,,,,
18-08-11,13,2654,45,Walleye Pollock,Total,40.2,0.570,,,,,,,
18-08-11,13,2655,46,Walleye Pollock,Total,32.7,0.318,,,,,,,
18-08-11,13,2656,47,Walleye Pollock,Total,38.3,0.500,,,,,,,
18-08-11,13,2657,48,Walleye Pollock,Total,33.8,0.374,,,,,,,
18-08-11,13,2658,49,Walleye Pollock,Total,40.4,0.592,,,,,,,
18-08-11,13,2659,50,Walleye Pollock,Total,42.1,0.634,,,,,,,
18-08-11,13,2660,51,Walleye Pollock,Total,31.1,0.298,,,,,,,
18-08-11,13,2661,52,Walleye Pollock,Total,30.3,0.264,,,,,,,
18-08-11,13,2662,53,Walleye Pollock,Total,28.7,0.476,,,,,,,
18-08-11,13,2663,54,Walleye Pollock,Total,45.5,0.750,,,,,,,
18-08-11,13,2664,55,Walleye Pollock,Total,29.6,0.238,,,,,,,
18-08-11,13,2665,56,Walleye Pollock,Total,42.2,0.602,,,,,,,
18-08-11,13,2666,57,Walleye Pollock,Total,39.6,0.534,,,,,,,
18-08-11,13,2667,58,Walleye Pollock,Total,32.5,0.324,,,,,,,
18-08-11,13,2668,59,Walleye Pollock,Total,31.1,0.256,,,,,,,
18-08-11,13,2669,60,Walleye Pollock,Total,33.1,0.308,,,,,,,
18-08-11,13,2670,61,Walleye Pollock,Total,41.3,0.580,,,,,,,
18-08-11,13,2671,62,Walleye Pollock,Total,42.6,0.630,,,,,,,
18-08-11,13,2672,63,Walleye Pollock,Total,31.1,0.286,,,,,,,
18-08-11,13,2673,64,Walleye Pollock,Total,30.1,0.250,,,,,,,
18-08-11,13,2674,65,Walleye Pollock,Total,29.6,0.100,,,,,,,
18-08-11,13,2675,66,Walleye Pollock,Total,33.1,0.338,,,,,,,
18-08-11,13,2676,67,Walleye Pollock,Total,33,0.308,,,,,,,
18-08-11,13,2677,68,Walleye Pollock,Total,34.5,0.348,,,,,,,
18-08-11,13,2678,69,Walleye Pollock,Total,29.8,0.248,,,,,,,
18-08-11,13,2679,70,Walleye Pollock,Total,41.1,0.604,,,,,,,
18-08-11,13,2680,71,Walleye Pollock,Total,41.2,0.550,,,,,,,
18-08-11,13,2681,72,Walleye Pollock,Total,36.7,0.364,,,,,,,
18-08-11,13,2682,73,Walleye Pollock,Total,33.4,0.352,,,,,,,
18-08-11,13,2683,74,Walleye Pollock,Total,36,0.363,,,,,,,
18-08-11,13,2684,75,Walleye Pollock,Total,32,0.274,,,,,,,
18-08-11,13,2685,76,Walleye Pollock,Total,37.1,0.444,,,,,,,
18-08-11,13,2686,77,Walleye Pollock,Total,33,0.294,,,,,,,
18-08-11,13,2687,78,Walleye Pollock,Total,34.6,0.532,,,,,,,
18-08-11,13,2688,79,Walleye Pollock,Total,32.2,0.298,,,,,,,
18-08-11,13,2689,80,Walleye Pollock,Total,41.5,0.562,,,,,,,
18-08-11,13,2690,81,Walleye Pollock,Total,35.1,0.378,,,,,,,
18-08-11,13,2691,82,Walleye Pollock,Total,35.7,0.404,,,,,,,
18-08-11,13,2692,83,Walleye Pollock,Total,41,0.564,,,,,,,
18-08-11,13,2693,84,Walleye Pollock,Total,33.5,0.356,,,,,,,
18-08-11,13,2694,85,Walleye Pollock,Total,39.7,0.560,,,,,,,
18-08-11,13,2695,86,Walleye Pollock,Total,32.2,0.360,,,,,,,
18-08-11,13,2696,87,Walleye Pollock,Total,48,0.958,,,,,,,
18-08-11,13,2697,88,Walleye Pollock,Total,32.7,0.342,,,,,,,
18-08-11,13,2698,89,Walleye Pollock,Total,40,0.544,,,,,,,
18-08-11,13,2699,90,Walleye Pollock,Total,38.2,0.464,,,,,,,
18-08-11,13,2700,91,Walleye Pollock,Total,39.6,0.548,,,,,,,
18-08-11,13,2701,92,Walleye Pollock,Total,30.5,0.248,,,,,,,
18-08-11,13,2702,93,Walleye Pollock,Total,36.2,0.356,,,,,,,
18-08-11,13,2703,94,Walleye Pollock,Total,35,0.398,,,,,,,
18-08-11,13,2704,95,Walleye Pollock,Total,34.2,0.338,,,,,,,
18-08-11,13,2705,96,Walleye Pollock,Total,38.2,0.462,,,,,,,
18-08-11,13,2706,97,Walleye Pollock,Total,34.5,0.430,,,,,,,
18-08-11,13,2707,98,Walleye Pollock,Total,33.4,0.334,,,,,,,
18-08-11,13,2708,99,Walleye Pollock,Total,45.6,0.678,,,,,,,
18-08-11,13,2709,100,Walleye Pollock,Total,31.9,0.250,,,,,,,
18-08-11,13,2710,101,Walleye Pollock,Total,35,0.396,,,,,,,
18-08-11,13,2711,102,Walleye Pollock,Total,44.1,0.674,,,,,,,
18-08-11,13,2712,103,Walleye Pollock,Total,37.7,0.470,,,,,,,
18-08-11,13,2713,104,Walleye Pollock,Total,39.8,0.528,,,,,,,
18-08-11,13,2714,105,Walleye Pollock,Total,42.2,0.642,,,,,,,
18-08-11,13,2715,106,Walleye Pollock,Total,39.2,0.524,,,,,,,
18-08-11,13,2716,107,Walleye Pollock,Total,32.5,0.614,,,,,,,
18-08-11,13,2717,108,Walleye Pollock,Total,38.6,0.530,,,,,,,
18-08-11,13,2718,109,Walleye Pollock,Total,40.6,0.552,,,,,,,
18-08-11,13,2719,110,Pacific Hake,Total,51.5,0.920,,,,,,,
18-08-11,13,2720,111,Pacific Hake,Total,63.6,1.920,,,,,,,
18-08-11,13,2721,112,Pacific Hake,Total,55.1,1.106,,,,,,,
18-08-11,13,2722,113,Pacific Hake,Total,56.1,0.876,,,,,,,
18-08-11,13,2723,114,Pacific Hake,Total,66.1,2.148,,,,,,,
18-08-11,13,2724,115,Pacific Hake,Total,64.2,1.830,,,,,,,
18-08-11,13,2725,116,Pacific Hake,Total,56.5,0.138,,,,,,,
18-08-11,13,2726,117,Pacific Hake,Total,51.5,0.856,,,,,,,
18-08-11,13,2727,118,Pacific Hake,Total,55.2,1.130,,,,,,,
18-08-11,13,2728,119,Pacific Hake,Total,52.5,1.016,,,,,,,
18-08-11,13,2729,120,Pacific Hake,Total,50,0.762,,,,,,,
18-08-11,13,2730,121,Pacific Hake,Total,48.6,0.870,,,,,,,
18-08-11,13,2731,122,Pacific Hake,Total,50.2,0.818,,,,,,,
18-08-11,13,2732,123,Pacific Hake,Total,54.2,1.036,,,,,,,
18-08-11,13,2733,124,Pacific Hake,Total,45.6,0.572,,,,,,,
18-08-11,13,2734,125,Pacific Hake,Total,48.5,0.738,,,,,,,
18-08-11,13,2735,126,Pacific Hake,Total,61.6,1.622,,,,,,,
18-08-11,13,2736,127,Pacific Hake,Total,52.1,0.766,,,,,,,
18-08-11,13,2737,128,Pacific Hake,Total,60.6,1.312,,,,,,,
18-08-11,13,2738,129,Pacific Hake,Total,51.1,0.898,,,,,,,
18-08-11,13,2739,130,Pacific Hake,Total,54.3,1.044,,,,,,,
18-08-11,13,2740,131,Pacific Hake,Total,50.1,0.830,,,,,,,
18-08-11,13,2741,132,Pacific Hake,Total,57.1,1.468,,,,,,,
18-08-11,13,2742,133,Pacific Herring,Total,17.6,0.048,,,,,,,
18-08-11,13,2743,134,Pacific Herring,Total,16.2,0.036,,,,,,,
18-08-11,13,2744,135,Pacific Herring,Total,16.3,0.038,,,,,,,
18-08-11,13,2745,136,Pacific Herring,Total,14.2,0.030,,,,,,,
18-08-11,13,2746,137,Pacific Herring,Total,13.8,0.022,,,,,,,
18-08-11,13,2747,138,Pacific Herring,Total,14,0.022,,,,,,,
18-08-11,13,2748,139,Pacific Herring,Total,18.9,0.070,,,,,,,
18-08-11,13,2749,140,Pacific Herring,Total,14.7,0.028,,,,,,,
18-08-11,13,2750,141,Pacific Herring,Total,15.1,0.032,,,,,,,
18-08-11,13,2751,142,Pacific Herring,Total,13.6,0.026,,,,,,,
18-08-11,13,2752,143,Pacific Herring,Total,14.7,0.030,,,,,,,
18-08-11,13,2753,144,Pacific Herring,Total,15.5,0.032,,,,,,,
18-08-11,13,2754,145,Pacific Herring,Total,13,0.020,,,,,,,
18-08-11,13,2755,146,Pacific Herring,Total,14,0.022,,,,,,,
18-08-11,13,2756,147,Pacific Herring,Total,15.5,0.032,,,,,,,
18-08-11,13,2757,148,Pacific Herring,Total,15.1,0.034,,,,,,,
18-08-11,13,2758,149,Pacific Herring,Total,15.5,0.036,,,,,,,
18-08-11,13,2759,150,Pacific Herring,Total,13.6,0.024,,,,,,,
18-08-11,13,2760,151,Pacific Herring,Total,15.5,0.032,,,,,,,
18-08-11,13,2761,152,Pacific Herring,Total,13.5,0.028,,,,,,,
18-08-11,13,2762,153,Pacific Herring,Total,15.1,0.030,,,,,,,
18-08-11,13,2763,154,Pacific Herring,Total,14.8,0.026,,,,,,,
18-08-11,13,2764,155,Pacific Herring,Total,14.6,0.024,,,,,,,
18-08-11,13,2765,156,Pacific Herring,Total,14.6,0.028,,,,,,,
18-08-11,13,2766,157,Pacific Herring,Total,15.4,0.030,,,,,,,
18-08-11,13,2767,158,Pacific Herring,Total,16.6,0.044,,,,,,,
18-08-11,13,2768,159,Pacific Herring,Total,13.3,0.022,,,,,,,
18-08-11,13,2769,160,Pacific Herring,Total,14.1,0.026,,,,,,,
18-08-11,13,2770,161,Pacific Herring,Total,14.1,0.024,,,,,,,
18-08-11,13,2771,162,Pacific Herring,Total,14,0.022,,,,,,,
18-08-11,13,2772,163,Pacific Herring,Total,15,0.024,,,,,,,
18-08-11,13,2773,164,Pacific Herring,Total,17.7,0.052,,,,,,,
18-08-11,13,2774,165,Pacific Herring,Total,16.6,0.054,,,,,,,
18-08-11,13,2775,166,Pacific Herring,Total,14.3,0.030,,,,,,,
18-08-11,13,2776,167,Pacific Herring,Total,14.2,0.026,,,,,,,
18-08-11,13,2777,168,Pacific Herring,Total,15.9,0.030,,,,,,,
18-08-11,13,2778,169,Pacific Herring,Total,13.5,0.028,,,,,,,
18-08-11,13,2779,170,Pacific Herring,Total,17.2,0.048,,,,,,,
18-08-11,13,2780,171,Pacific Herring,Total,17,0.040,,,,,,,
18-08-11,13,2781,172,Pacific Herring,Total,16.2,0.036,,,,,,,
18-08-11,13,2782,173,Pacific Herring,Total,14.1,0.022,,,,,,,
18-08-11,13,2783,174,Pacific Herring,Total,14.5,0.028,,,,,,,
18-08-11,13,2784,175,Pacific Herring,Total,14,0.024,,,,,,,
18-08-11,13,2785,176,Pacific Herring,Total,14,0.026,,,,,,,
18-08-11,13,2786,177,Pacific Herring,Total,15.1,0.028,,,,,,,
18-08-11,13,2787,178,Pacific Herring,Total,14.1,0.026,,,,,,,
18-08-11,13,2788,179,Pacific Herring,Total,15.1,0.028,,,,,,,
18-08-11,13,2789,180,Pacific Herring,Total,16.6,0.038,,,,,,,
18-08-11,13,2790,181,Pacific Herring,Total,14.1,0.028,,,,,,,
18-08-11,13,2791,182,Pacific Herring,Total,13.6,0.022,,,,,,,
18-08-11,13,2792,183,Pacific Herring,Total,15,0.028,,,,,,,
18-08-11,13,2793,184,Pacific Herring,Total,13.5,0.020,,,,,,,
18-08-11,13,2794,185,Pacific Herring,Total,14.2,0.026,,,,,,,
18-08-11,13,2795,186,Pacific Herring,Total,14.5,0.028,,,,,,,
18-08-11,13,2796,187,Pacific Herring,Total,14.6,0.024,,,,,,,
18-08-11,13,2797,188,Pacific Herring,Total,12.3,0.016,,,,,,,
18-08-11,13,2798,189,Pacific Herring,Total,13.9,0.026,,,,,,,
18-08-11,13,2799,190,Pacific Herring,Total,14,0.024,,,,,,,
18-08-11,13,2800,191,Pacific Herring,Total,15,0.030,,,,,,,
18-08-11,13,2801,192,Pacific Herring,Total,12.8,0.018,,,,,,,
18-08-11,13,2802,193,Pacific Herring,Total,15.1,0.034,,,,,,,
18-08-11,13,2803,194,Pacific Herring,Total,17.2,0.046,,,,,,,
18-08-11,13,2804,195,Pacific Herring,Total,13.6,0.024,,,,,,,
18-08-11,13,2805,196,Pacific Herring,Total,15.9,0.032,,,,,,,
18-08-11,13,2806,197,Pacific Herring,Total,13.5,0.022,,,,,,,
18-08-11,13,2807,198,Pacific Herring,Total,14.9,0.035,,,,,,,
18-08-11,13,2808,199,Pacific Herring,Total,15.3,0.032,,,,,,,
18-08-11,13,2809,200,Pacific Herring,Total,13.2,0.020,,,,,,,
18-08-11,13,2810,201,Pacific Herring,Total,14.4,0.024,,,,,,,
18-08-11,13,2811,202,Pacific Herring,Total,14.5,0.028,,,,,,,
18-08-11,13,2812,203,Pacific Herring,Total,14.5,0.026,,,,,,,
18-08-11,13,2813,204,Pacific Herring,Total,14,0.022,,,,,,,
18-08-11,13,2814,205,Pacific Herring,Total,15.1,0.030,,,,,,,
18-08-11,13,2815,206,Pacific Herring,Total,14.6,0.028,,,,,,,
18-08-11,13,2816,207,Pacific Herring,Total,14.4,0.024,,,,,,,
18-08-11,13,2817,208,Pacific Herring,Total,14.4,0.028,,,,,,,
18-08-11,13,2818,209,Pacific Herring,Total,14.2,0.026,,,,,,,
18-08-11,13,2819,210,Pacific Herring,Total,14.5,0.030,,,,,,,
18-08-11,13,2820,211,Pacific Herring,Total,14.6,0.030,,,,,,,
18-08-11,13,2821,212,Pacific Herring,Total,14.1,0.026,,,,,,,
18-08-11,13,2822,213,Pacific Herring,Total,15.6,0.036,,,,,,,
18-08-11,13,2823,214,Pacific Herring,Total,16.1,0.036,,,,,,,
18-08-11,13,2824,215,Pacific Herring,Total,15.1,0.032,,,,,,,
18-08-11,13,2825,216,Pacific Herring,Total,14,0.024,,,,,,,
18-08-11,13,2826,217,Pacific Herring,Total,13.6,0.022,,,,,,,
18-08-11,13,2827,218,Pacific Herring,Total,15.1,0.030,,,,,,,
18-08-11,13,2828,219,Pacific Herring,Total,14.5,0.024,,,,,,,
18-08-11,13,2829,220,Pacific Herring,Total,13.7,0.024,,,,,,,
18-08-11,13,2830,221,Pacific Herring,Total,14.5,0.030,,,,,,,
18-08-11,13,2831,222,Pacific Herring,Total,14.5,0.032,,,,,,,
18-08-11,13,2832,223,Pacific Herring,Total,13.7,0.022,,,,,,,
18-08-11,13,2833,224,Pacific Herring,Total,15,0.032,,,,,,,
18-08-11,13,2834,225,Pacific Herring,Total,14.6,0.022,,,,,,,
18-08-11,13,2835,226,Pacific Herring,Total,13.2,0.018,,,,,,,
18-08-11,13,2836,227,Pacific Herring,Total,14.6,0.028,,,,,,,
18-08-11,13,2837,228,Pacific Herring,Total,15.1,0.028,,,,,,,
18-08-11,13,2838,229,Pacific Herring,Total,14.4,0.026,,,,,,,
18-08-11,13,2839,230,Pacific Herring,Total,14,0.024,,,,,,,
18-08-11,13,2840,231,Pacific Herring,Total,14.1,0.022,,,,,,,
18-08-11,13,2841,232,Pacific Herring,Total,15,0.026,,,,,,,
18-08-11,13,2842,233,Eulachon,Fork,14,0.020,,,,,,,
18-08-11,13,2843,234,Eulachon,Fork,9.6,0.004,,,,,,,
